record_id,benchmark_label,exact_prime2_peptide_hla,exact_bigmhc_im_trainval,exact_deepimmuno_peptide_hla,union_known_exact_overlap,prime2_label_conflict,deepimmuno_label_conflict,peptide_only_prime2_different_hla,peptide_only_deepimmuno_different_hla,near_hamming1_prime2_same_hla,near_hamming1_deepimmuno_same_hla,deephlapan_training_overlap
zhao-vaccine-2bfc958d9bf6634e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-628a7fb3dbfebccc,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a4de99f6c1c81857,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-47d94499ca222d03,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-7bc119052ceb79ba,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-03b8d0dfc45ddca1,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-15d95e5a1176ca46,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-54c4c39a2e4f38f8,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4cb2c73c4037fe42,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d51f8c32cad1ba20,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-10aed5dd64ac5e96,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b4d79cc663ff7cb6,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0965fc823e5c55b6,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e82dd5c586f503f8,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-96f5d7454e5ad071,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2320522f4904ce2d,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-65768a47eeba2a4b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0454fe88d4ac8002,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-89993b9b649d4bf9,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c214618b34c2e443,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d234ed653d6ff2ef,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-933c3a1a5d3fcfb5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-86625401541d7ccb,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-92fb0552f2f37ea6,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-11227a4a3d59829a,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-7d23928704435dc6,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-1c332b4d9a7afa33,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d55305c322d0068a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-223101ef12b1d5d5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b681ee4ba6fc6869,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-650741bfed719a3e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b287db63851eeff5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0c6afaae20915efb,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-64f082f381176acb,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5fc783e702f9eba8,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-292259718a089cab,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-de9066f21b4546ac,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-00ebc5582e851a99,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-be9e7274af2b2d63,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-874e8070deb080f0,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-bb29c2d6a8cfb75e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-eca0d8162dca164b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-db2184f5f215317b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-7616ec8d421ab8e7,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-dbe2c008385f4065,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-89b3b969bcd62f64,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c335fa90a3776c2f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-400dad68348762c6,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5a30a78672029a4b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0aa35de3d0cd0f2e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3b18add8d940be3b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0eb19c92b8572161,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-89ab0d7c0ad5c525,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-7045b8cd65c4aed2,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-868fc1305293857a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e570d74e15005831,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-74ea5a395af3821e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c486185e561321a7,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4653ae3aa2d99671,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c99e66b2806b47c3,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-077c38d007d0e296,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4e1525c5465ce693,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-675c4724bf5f1cbb,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-897fe8a79c4344c2,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-f301d3d1318cc99b,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-547c0f5e092fcfce,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-34448f6db97f37d2,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3f35f9e1e5dcea03,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a77e03747be6f8e2,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-eb263d1b89e1830f,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4ca9e42a55a7d196,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-841f843f3ecdb273,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e19cac8daeddc91e,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-70ec9496400c2d96,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2406c7f4c5568981,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-f58974483659bc06,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-dd143204918ae739,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-834822ba2dd54e62,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a2c1308a319a89a1,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a4f5baf91435e3dd,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-cd6ea47a1621b54b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-dc823bb26dd083f3,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3ea2cdcf52d34617,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0a72b615bc5857d9,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-37afde455e133417,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-1b4173c9a4a95c41,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0b4d677f1b84c9b4,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a4f37f8021b7e841,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-7407554767f0c782,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e87adfb42491b475,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4608aff8b90b7751,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a38f0b4774ee8d03,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-13953415301cf176,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-8cd82d97fc7c076e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-9b53f60837368957,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-88e84548469445f4,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-7476851d9534e310,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-627ff41af6a00cdb,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-be08242d923ef061,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d903a5698261b3c8,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-354e3296551734fc,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-db96e69b306cec11,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-25e9aa95382b9b81,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-aca8d5b04290cf53,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a0b7cf2411e2ce98,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-940a71fc528c9c3a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-ff0ee141ea3683bc,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-39bc95abd5991029,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-88c2d4f2ab12000b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c59f2b9ad31b5b66,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-63a16a978ce57b49,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c9b84b79d3a1f196,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-616f65f167de3213,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-8fa800ae6297b07f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e6c995508f6b8b97,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-895bee1ec0b5fbb3,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-f73820b5ccde65b5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-00f1923403b6b019,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4b8df077829e6980,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0aa3647ec94e3181,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-fa4e8d3c569efbb5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d246d27339880814,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0abbca74aa82ff8d,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b8d1f70683fb782d,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d4f19b6aeacc9acc,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-fae0e58b45b2b3e7,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-91bf41d19d5a3297,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3072a4920293f8e4,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-874955b202561616,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3ae295a23c08ed7d,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3efce3460b7a4e47,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5b46c9113e5507b4,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-ac62717bdfea0acb,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2c23902c93ef9031,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4753da1a46e276fc,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-51f00b368ae3cabe,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b5c86b2360f65b48,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2767057dbbf63a70,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5fce8179edad0c4c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a543462cc9f9278f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-e9501dfc8304b65b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-eae2f44c7e6f7545,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-f2ffda41c7bd4378,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-12b618c2cf1ed1f0,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-623358367e6eacbf,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d4f9347e28104ce8,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b1ecee23a07f2855,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-65a1856ffc74de64,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2466a2275803c898,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-ceeab670992f2bde,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-13234abcc62e39a3,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2334035fe8c03a61,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-cca6479c6d67d1a3,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-940d7e8d23e50bde,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c520cceb3618956f,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-590321641555bdd4,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b1555d61b37da579,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-6ee4b5111afb1ae6,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-bd18a6ba75b62ac8,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-011cbc47316c6c54,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-1e7f325db4971357,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-7bdc109f932c292b,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2e9093d1df047344,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-41f4541974f3d119,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-efe0205564201753,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-09c7ad177e1b1df0,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-09a1abfb71cfd972,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-8f1fb2ba27b6b0ef,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3944ad7a200bed45,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-89662fac64388428,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-615d33021f15ac04,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-7644ca8a4f4eac0f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b90a2c82cf9d57ac,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c8c411f898b41145,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0113b08ef02a1837,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-6a067ef1ea4ca8a5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0d21bfcac05c0903,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-127d022b672bfa6e,0,0,0,0,0,0,0,1,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-ebe204540dc589f6,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4c412b408d01b12c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-89365f27fea85179,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3614d38d7f84e3ab,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-04765a1581b81652,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-751a65f63babbab9,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0598b041e094dfda,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-1fcda1058213059e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a149e753c39e2e2f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-15aa8059f37d52e7,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-aecd32c835c90945,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3c3221c6e10611cc,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-369dd0e964dc3d41,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-84f9e53918e8d995,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-4b24fe0e3318fd2b,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-9d835bbd79fc6203,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d88b8e8fac467cda,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-309aef550a3b165d,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-395a5a0f5f04ab8c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3481ca46d016164f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-971426eea1a742ca,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-a50601baa324efef,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d34e259267438653,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-25b4e62a0d851e29,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-8358e63308d7f0c4,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c178432744b13c78,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-1034fb45051e64fe,1,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-6e56355af497a2f0,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-c5728cec5c7d7224,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-6e1d3196a45f7a2e,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-cc0566dfc06ca302,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2d01a6516182134c,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-44ee76e75a70f0b1,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b3656859d3ce07ff,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-93fe426b74cb09bf,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-bf5533c3b7d71a29,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-3884abecfdb2a157,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-802c7522efe8643f,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-1832aacc6ce93c31,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-164ea58f2fc6f377,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-9b5389ba1798a395,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-8b7630c45e269635,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-74cc9ca5fb1a8008,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5f4bdfc04cf84619,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-ebada584684de4fd,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-be2c775518f83b4d,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-b69d26ca091066fa,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-d628b6bfd6356534,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-f9f29366ab5ac473,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-2b5e3d1c9a1fff67,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-5a7f28b9eb70924a,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-7bec4b8abc45c956,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-0792da8d85fbaca5,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
zhao-vaccine-cd2203bfcc4cde42,0,0,0,0,0,0,0,0,0,0,0,unknown_official_row_manifest_unavailable
