record_id,benchmark_label,exact_peptide_hla_in_prime2_train,peptide_in_prime2_train,matched_training_labels,prime2_random_flag,exact_bigmhc_im_trainval_overlap,near_hamming1_same_hla_prime2_train,near_hamming1_training_peptide_count,classification
improve-65b9738af061bca4,0,0,0,,,0,0,0,no_overlap
improve-13c00b426f2da0d7,0,0,0,,,0,0,0,no_overlap
improve-73c019e5f79f1783,0,0,0,,,0,0,0,no_overlap
improve-e71c4c4e5cd95107,0,0,0,,,0,0,0,no_overlap
improve-f9e23753fd4a2b9b,0,0,0,,,0,0,0,no_overlap
improve-26e0777271166726,0,0,0,,,0,0,0,no_overlap
improve-54fc2d585ed5c80b,0,0,0,,,0,0,0,no_overlap
improve-dc4f9e625d0b5d31,0,0,0,,,0,0,0,no_overlap
improve-9d8de128d861ee11,0,0,0,,,0,0,0,no_overlap
improve-bbe942273e4301e9,0,0,0,,,0,0,0,no_overlap
improve-1271ec204a637f4f,0,0,0,,,0,0,0,no_overlap
improve-ddbed58448605194,0,0,0,,,0,0,0,no_overlap
improve-5bf7c703b5951e4e,0,0,0,,,0,0,0,no_overlap
improve-edf1812d054dae6c,0,0,0,,,0,0,0,no_overlap
improve-24d0a636b0d218b8,0,0,0,,,0,0,0,no_overlap
improve-ebed5113c841b737,0,0,0,,,0,0,0,no_overlap
improve-cf9c9f071364eff0,0,0,0,,,0,0,0,no_overlap
improve-b70714ca9acc6683,0,0,0,,,0,0,0,no_overlap
improve-53ccb87341023cfb,0,0,0,,,0,0,0,no_overlap
improve-c672eef7f9b5534f,0,0,0,,,0,0,0,no_overlap
improve-54b59f63de8e48e3,0,0,0,,,0,0,0,no_overlap
improve-8aa5649e432753d2,0,0,0,,,0,0,0,no_overlap
improve-ab9a811a51b2a9c4,0,0,0,,,0,0,0,no_overlap
improve-7907f1fc6959aa47,0,0,0,,,0,0,0,no_overlap
improve-ecb173193e13e9ae,0,0,0,,,0,0,0,no_overlap
improve-b046f3823b08be11,0,0,0,,,0,0,0,no_overlap
improve-8bc4d14bc9c73f62,0,0,0,,,0,0,0,no_overlap
improve-2609b23c0008e886,0,0,0,,,0,0,0,no_overlap
improve-96472146b91769af,0,0,0,,,0,0,0,no_overlap
improve-7bb8544aeeefa32f,0,0,0,,,0,0,0,no_overlap
improve-0d492d45e6d7e4d4,0,0,0,,,0,0,0,no_overlap
improve-5a66a88723744684,0,0,0,,,0,0,0,no_overlap
improve-b64c4e2b687bbc41,0,0,0,,,0,0,0,no_overlap
improve-2e26cf59c1072373,0,0,0,,,0,0,0,no_overlap
improve-46fb007c6d532514,0,0,0,,,0,0,0,no_overlap
improve-4bb0cc4d2f5ee5fa,0,0,0,,,0,0,0,no_overlap
improve-12b6f381e3f9e21b,0,0,0,,,0,0,0,no_overlap
improve-5419823bdd458677,0,0,0,,,0,0,0,no_overlap
improve-9faefaf83077d6cb,0,0,0,,,0,0,0,no_overlap
improve-70f9e048f29bff0e,0,0,0,,,0,0,0,no_overlap
improve-9c23ca69f6f4bd98,0,0,0,,,0,0,0,no_overlap
improve-ff97fc2d0b568e48,0,0,0,,,0,0,0,no_overlap
improve-2eddeb911f693d7b,0,0,0,,,0,0,0,no_overlap
improve-49746688a1dc9ccf,0,0,0,,,0,0,0,no_overlap
improve-fce79070e9ae90d3,0,0,0,,,0,0,0,no_overlap
improve-a7f428bd4a147992,0,0,0,,,0,0,0,no_overlap
improve-6bd198b3f1b8b6a1,0,0,0,,,0,0,0,no_overlap
improve-07007975651ca90f,0,0,0,,,0,0,0,no_overlap
improve-f207b16044ad6e2e,0,0,0,,,0,0,0,no_overlap
improve-80680092682412ce,0,0,0,,,0,0,0,no_overlap
improve-eaf083b6d62d927d,0,0,0,,,0,0,0,no_overlap
improve-70077118dbd1b207,0,0,0,,,0,0,0,no_overlap
improve-59328fefe542ff76,0,0,0,,,0,0,0,no_overlap
improve-b1bfaba117767551,0,0,0,,,0,0,0,no_overlap
improve-022511116b0727a2,0,0,0,,,0,0,0,no_overlap
improve-f67b565390cc6bc1,0,0,0,,,0,0,0,no_overlap
improve-9dc7e103a9d4b8cb,0,0,0,,,0,0,0,no_overlap
improve-12eb842553f65e00,0,0,0,,,0,0,0,no_overlap
improve-7c2792cfdc38f4c3,0,0,0,,,0,0,0,no_overlap
improve-1ae6a41016bc26c8,0,0,0,,,0,0,0,no_overlap
improve-cc4937b4430022a3,0,0,0,,,0,0,0,no_overlap
improve-fb23eaed77223e0c,0,0,0,,,0,0,0,no_overlap
improve-bb4d0358ecc216a4,0,0,0,,,0,0,0,no_overlap
improve-864d087c4a40b466,0,0,0,,,0,0,0,no_overlap
improve-3f09a748c4113e6c,0,0,0,,,0,0,0,no_overlap
improve-96e441a6f3bb6ab0,0,0,0,,,0,0,0,no_overlap
improve-4bfb8ccaf0f9f5d6,0,0,0,,,0,0,0,no_overlap
improve-3bce4f2f004783a5,0,0,0,,,0,0,0,no_overlap
improve-aa06da1b521b953d,0,0,0,,,0,0,0,no_overlap
improve-b23ef3f2a212ed3a,0,0,0,,,0,0,0,no_overlap
improve-92388e8d8f9de579,0,0,0,,,0,0,0,no_overlap
improve-6752fb32bbb5f3dd,0,0,0,,,0,0,0,no_overlap
improve-080ae55b95123c5b,0,0,0,,,0,0,0,no_overlap
improve-0f81ce1e4c032771,0,0,0,,,0,0,0,no_overlap
improve-deaaf9e795690ed4,0,0,0,,,0,0,0,no_overlap
improve-90461781f87378fd,0,0,0,,,0,0,0,no_overlap
improve-52f712a38cebadae,0,0,0,,,0,0,0,no_overlap
improve-7acae62b8b85514f,0,0,0,,,0,0,0,no_overlap
improve-57b50c4384745108,0,0,0,,,0,0,0,no_overlap
improve-4dfaa182972b652c,0,0,0,,,0,0,0,no_overlap
improve-9ce4192ba18ee603,0,0,0,,,0,0,0,no_overlap
improve-c19c918c5ad10e1a,0,0,0,,,0,0,0,no_overlap
improve-658c076e08d66b7d,0,0,0,,,0,0,0,no_overlap
improve-8dde37c1c85b1a2a,0,0,0,,,0,0,0,no_overlap
improve-da4d6d44fbb75647,0,0,0,,,0,0,0,no_overlap
improve-1a1c44ef84802811,0,0,0,,,0,0,0,no_overlap
improve-1f83451ebfbd3064,0,0,0,,,0,0,0,no_overlap
improve-d289ede7889159b0,0,0,0,,,0,0,0,no_overlap
improve-eea8b48a834b5777,0,0,0,,,0,0,0,no_overlap
improve-6ab339c06895b910,0,0,0,,,0,0,0,no_overlap
improve-cfa666aa84566487,0,0,0,,,0,0,0,no_overlap
improve-710daa0cd49c6291,0,0,0,,,0,0,0,no_overlap
improve-50f0055d2971002e,0,0,0,,,0,0,0,no_overlap
improve-80b39dea2594523a,0,0,0,,,0,0,0,no_overlap
improve-d0041627aec87385,0,0,0,,,0,0,0,no_overlap
improve-cc5fb015d46b432a,0,0,0,,,0,0,0,no_overlap
improve-7ecbffee78f38b0c,0,0,0,,,0,0,0,no_overlap
improve-55d29e3c819da7c9,0,0,0,,,0,0,0,no_overlap
improve-a8b5161f3a6f4258,0,0,0,,,0,0,0,no_overlap
improve-f3939b8b56887d9e,0,0,0,,,0,0,0,no_overlap
improve-a93670d9d0265bdd,0,0,0,,,0,0,0,no_overlap
improve-c1bb247f1c99027f,0,0,0,,,0,0,0,no_overlap
improve-6274f465745a2d85,0,0,0,,,0,0,0,no_overlap
improve-42b91619c4eb9aa4,0,0,0,,,0,0,0,no_overlap
improve-37561108d7932f14,0,0,0,,,0,0,0,no_overlap
improve-d7b4c9edd79fb291,0,0,0,,,0,0,0,no_overlap
improve-6064c4543673983a,0,0,0,,,0,0,0,no_overlap
improve-1f24ac3bf291baac,0,0,0,,,0,0,0,no_overlap
improve-62d17f25fc9f3a7e,0,0,0,,,0,0,0,no_overlap
improve-ef50a2b89c556921,0,0,0,,,0,0,0,no_overlap
improve-20b1710dcde9b1da,0,0,0,,,0,0,0,no_overlap
improve-839db911db7151f5,0,0,0,,,0,0,0,no_overlap
improve-852f76a29e5402e0,0,0,0,,,0,0,0,no_overlap
improve-a8f0c562a3652519,0,0,0,,,0,0,0,no_overlap
improve-22c07076ebf5aafc,0,0,0,,,0,0,0,no_overlap
improve-215f1a88c5310d52,0,0,0,,,0,0,0,no_overlap
improve-d77547bf32f7ae3c,0,0,0,,,0,0,0,no_overlap
improve-48c42d2a4a3f4820,0,0,0,,,0,0,0,no_overlap
improve-791b826f2208471c,0,0,0,,,0,0,0,no_overlap
improve-cab830bc3a391f99,0,0,0,,,0,0,0,no_overlap
improve-c09e4af6cdd89c0a,0,0,0,,,0,0,0,no_overlap
improve-7890ef847c3adf0b,0,0,0,,,0,0,0,no_overlap
improve-97a7db734e477d71,0,0,0,,,0,0,0,no_overlap
improve-e9b43525fadbbf36,0,0,0,,,0,0,0,no_overlap
improve-dccd6b3b9a6ac1e1,0,0,0,,,0,0,0,no_overlap
improve-bda4fe9a86c948c5,0,0,0,,,0,0,0,no_overlap
improve-fe9d9d777964acef,0,0,0,,,0,0,0,no_overlap
improve-4deb55fefc13ac07,0,0,0,,,0,0,0,no_overlap
improve-926fb1c55609604c,0,0,0,,,0,0,0,no_overlap
improve-40bae2c846f58436,0,0,0,,,0,0,0,no_overlap
improve-0392dea57044a2de,0,0,0,,,0,0,0,no_overlap
improve-a779d946f3c0553a,0,0,0,,,0,0,0,no_overlap
improve-eadda6e69f7de26d,0,0,0,,,0,0,0,no_overlap
improve-8264a97ac699767a,0,0,0,,,0,0,0,no_overlap
improve-4aca00ee7958d1d1,0,0,0,,,0,0,0,no_overlap
improve-e0ce665e25130cd9,0,0,0,,,0,0,0,no_overlap
improve-4f0a154171bb4b16,0,0,0,,,0,0,0,no_overlap
improve-31947e5150e00716,0,0,0,,,0,0,0,no_overlap
improve-c4d81c51ed21babc,0,0,0,,,0,0,0,no_overlap
improve-8c213ef8bb0e3b1f,0,0,0,,,0,0,0,no_overlap
improve-0a829b9fc0ba0800,0,0,0,,,0,0,0,no_overlap
improve-254772287b80a53a,0,0,0,,,0,0,0,no_overlap
improve-1a260e6901d2c1e8,0,0,0,,,0,0,0,no_overlap
improve-c4c3d86971b07c45,0,0,0,,,0,0,0,no_overlap
improve-2da09bf4341982b8,0,0,0,,,0,0,0,no_overlap
improve-4adcf276aa12b9e4,0,0,0,,,0,0,0,no_overlap
improve-7ace98c60c5b1f73,0,0,0,,,0,0,0,no_overlap
improve-ff920c7c968fcfa1,0,0,0,,,0,0,0,no_overlap
improve-0c8d3d8ac5d3015e,0,0,0,,,0,0,0,no_overlap
improve-555bf24b587e714b,0,0,0,,,0,0,0,no_overlap
improve-60227596bf38d5c5,0,0,0,,,0,0,0,no_overlap
improve-47471cc1a3cd29f5,0,0,0,,,0,0,0,no_overlap
improve-1602b06d1d5681b7,0,0,0,,,0,0,0,no_overlap
improve-3107c222c0626ed8,0,0,0,,,0,0,0,no_overlap
improve-22d7f0dce04752ce,0,0,0,,,0,0,0,no_overlap
improve-4bfc05e84e413576,0,0,0,,,0,0,0,no_overlap
improve-b9bf2903ece398f6,0,0,0,,,0,0,0,no_overlap
improve-808aab625ad365dc,0,0,0,,,0,0,0,no_overlap
improve-6e4b231b62d6263d,0,0,0,,,0,0,0,no_overlap
improve-adeb491ec655f39d,0,0,0,,,0,0,0,no_overlap
improve-2accfc9e6c4153f8,0,0,0,,,0,0,0,no_overlap
improve-2f85352a8eec082b,0,0,0,,,0,0,0,no_overlap
improve-3042fe13deba16fb,0,0,0,,,0,0,0,no_overlap
improve-fa1c36774796357d,0,0,0,,,0,0,0,no_overlap
improve-9bd1dfee241f2241,0,0,0,,,0,0,0,no_overlap
improve-65f2adf5b1a0acb9,0,0,0,,,0,0,0,no_overlap
improve-84fd115efd46b4a9,0,0,0,,,0,0,0,no_overlap
improve-36e9596dc35d106f,0,0,0,,,0,0,0,no_overlap
improve-da9641fdbcf308ef,0,0,0,,,0,0,0,no_overlap
improve-89197411bfe15f65,0,0,0,,,0,0,0,no_overlap
improve-9c6f95e43958884c,0,0,0,,,0,0,0,no_overlap
improve-beaea35679f0fe15,0,0,0,,,0,0,0,no_overlap
improve-694b25cf51df8d51,0,0,0,,,0,0,0,no_overlap
improve-1565a5651e81db3a,0,0,0,,,0,0,0,no_overlap
improve-b71efde1d6914b86,0,0,0,,,0,0,0,no_overlap
improve-8a84016327f2ee9e,0,0,0,,,0,0,0,no_overlap
improve-1a8311db00ff2918,0,0,0,,,0,0,0,no_overlap
improve-d1b9e24637f8dbb5,0,0,0,,,0,0,0,no_overlap
improve-e15cc9ba3db5e7ec,0,0,0,,,0,0,0,no_overlap
improve-bda0a8b910fe0ea0,0,0,0,,,0,0,0,no_overlap
improve-1750b951b9b3c417,0,0,0,,,0,0,0,no_overlap
improve-0194e7a6c1898e6d,0,0,0,,,0,0,0,no_overlap
improve-7bd793f92839cdb1,0,0,0,,,0,0,0,no_overlap
improve-d558a4a5ce83c603,0,0,0,,,0,0,0,no_overlap
improve-10cf3d924ce5a8ba,0,0,0,,,0,0,0,no_overlap
improve-2c202b020872dfbe,0,0,0,,,0,0,0,no_overlap
improve-1a0dbc0a8f71979e,0,0,0,,,0,0,0,no_overlap
improve-dcdf04bfd421a535,0,0,0,,,0,0,0,no_overlap
improve-a57774fe6cd765ad,0,0,0,,,0,0,0,no_overlap
improve-02a38cb60a9e0c26,0,0,0,,,0,0,0,no_overlap
improve-31445a26402513b6,0,0,0,,,0,0,0,no_overlap
improve-036c69cf103246d7,0,0,0,,,0,0,0,no_overlap
improve-cad1dfea216aa29e,0,0,0,,,0,0,0,no_overlap
improve-1f2f3b10329577bc,0,0,0,,,0,0,0,no_overlap
improve-cf8ad35c79ca2cb1,0,0,0,,,0,0,0,no_overlap
improve-606d95341570db6b,0,0,0,,,0,0,0,no_overlap
improve-3c892aed49f697d6,0,0,0,,,0,0,0,no_overlap
improve-ffbf09dde1dcb9aa,0,0,0,,,0,0,0,no_overlap
improve-a305c3439bcda640,0,0,0,,,0,0,0,no_overlap
improve-394e7ebbf6d9b5c3,0,0,0,,,0,0,0,no_overlap
improve-00b8eb2c3a30c9a7,0,0,0,,,0,0,0,no_overlap
improve-f36278707ea474b0,0,0,0,,,0,0,0,no_overlap
improve-5eaa941a0005c914,0,0,0,,,0,0,0,no_overlap
improve-7cad86407434461f,0,0,0,,,0,0,0,no_overlap
improve-4a11a4f9bccd9e00,0,0,0,,,0,0,0,no_overlap
improve-990f0cbc5b7014fb,0,0,0,,,0,0,0,no_overlap
improve-5bc7f412979dc337,0,0,0,,,0,0,0,no_overlap
improve-50966109889bb335,0,0,0,,,0,0,0,no_overlap
improve-3b9c42668e3c4451,0,0,0,,,0,0,0,no_overlap
improve-4dab6f65f6b5c2bf,0,0,0,,,0,0,0,no_overlap
improve-b7ae05dec23c8bf4,0,0,0,,,0,0,0,no_overlap
improve-4d6e9ddbec702d9e,0,0,0,,,0,0,0,no_overlap
improve-8f3e5e1e53ed5100,0,0,0,,,0,0,0,no_overlap
improve-8dfbe4898f83cb72,0,0,0,,,0,0,0,no_overlap
improve-78319a5222ace682,0,0,0,,,0,0,0,no_overlap
improve-a40e968f53cfd95e,0,0,0,,,0,0,0,no_overlap
improve-82e74e9357c8cd90,0,0,0,,,0,0,0,no_overlap
improve-dab6463f8815d990,0,0,0,,,0,0,0,no_overlap
improve-223fbd226eeba0b6,0,0,0,,,0,0,0,no_overlap
improve-c32ee68b83c373a0,0,0,0,,,0,0,0,no_overlap
improve-0863a7ef027b9168,0,0,0,,,0,0,0,no_overlap
improve-7c10990b518884eb,0,0,0,,,0,0,0,no_overlap
improve-e83b1b4e79f4c4c9,0,0,0,,,0,0,0,no_overlap
improve-a2dc8504197f7730,0,0,0,,,0,0,0,no_overlap
improve-47c2f293915fbe73,0,0,0,,,0,0,0,no_overlap
improve-8764ded157b33d8a,0,0,0,,,0,0,0,no_overlap
improve-ad9ff0dd86180e9d,0,0,0,,,0,0,0,no_overlap
improve-306be29568fe1a6a,0,0,0,,,0,0,0,no_overlap
improve-fb3702e25bf41b7c,0,0,0,,,0,0,0,no_overlap
improve-75672334f3cd87c7,0,0,0,,,0,0,0,no_overlap
improve-43d1cc2dfbca975d,0,0,0,,,0,0,0,no_overlap
improve-236107d2070b168a,0,0,0,,,0,0,0,no_overlap
improve-8314511af72f9874,0,0,0,,,0,0,0,no_overlap
improve-be24d467788de7b3,0,0,0,,,0,0,0,no_overlap
improve-3f7ec45d671e7054,0,0,0,,,0,0,0,no_overlap
improve-5e1ca9305577bd89,0,0,0,,,0,0,0,no_overlap
improve-ecc1755ad71e2f12,0,0,0,,,0,0,0,no_overlap
improve-78598ebd9bf9b36a,0,0,0,,,0,0,0,no_overlap
improve-1081a7ca08d4de01,0,0,0,,,0,0,0,no_overlap
improve-0a07ffe14b120a2d,0,0,0,,,0,0,0,no_overlap
improve-ff7c8432944248c7,0,0,0,,,0,0,0,no_overlap
improve-4727f06edbb88d93,0,0,0,,,0,0,0,no_overlap
improve-f7d3516e871a75b6,0,0,0,,,0,0,0,no_overlap
improve-01c15c158952e87a,0,0,0,,,0,0,0,no_overlap
improve-6e7f68abae40d6cb,0,0,0,,,0,0,0,no_overlap
improve-dd7308242c7509b7,0,0,0,,,0,0,0,no_overlap
improve-9e486f5af4ec0968,0,0,0,,,0,0,0,no_overlap
improve-294c5bc89ad64974,0,0,0,,,0,0,0,no_overlap
improve-162840fbefbedef2,0,0,0,,,0,0,0,no_overlap
improve-f7879d11fc112f2f,0,0,0,,,0,0,0,no_overlap
improve-407761a2a30abdcd,0,0,0,,,0,0,0,no_overlap
improve-4ee831e5bf43abf9,0,0,0,,,0,0,0,no_overlap
improve-91246d4d5a2c258b,0,0,0,,,0,0,0,no_overlap
improve-fef9057e85eaea6b,0,0,0,,,0,0,0,no_overlap
improve-825abe8485b453cf,0,0,0,,,0,0,0,no_overlap
improve-32b7c4acdac3152f,0,0,0,,,0,0,0,no_overlap
improve-adbc2c2214c42ea3,0,0,0,,,0,0,0,no_overlap
improve-6f08cfbe1d8009bf,0,0,0,,,0,0,0,no_overlap
improve-09b897fb6b172220,0,0,0,,,0,0,0,no_overlap
improve-86ab0513d800205c,0,0,0,,,0,0,0,no_overlap
improve-d1b86f3a0c36df83,0,0,0,,,0,0,0,no_overlap
improve-1bcd7287162e0ce5,0,0,0,,,0,0,0,no_overlap
improve-401ca35c7a068cf0,0,0,0,,,0,0,0,no_overlap
improve-de90e38610400771,0,0,0,,,0,0,0,no_overlap
improve-0b220aedbf4ea396,0,0,0,,,0,0,0,no_overlap
improve-5b86bff97cc0c9bc,0,0,0,,,0,0,0,no_overlap
improve-74f92ed976877037,0,0,0,,,0,0,0,no_overlap
improve-693b359bf6e1398a,0,0,0,,,0,0,0,no_overlap
improve-aad37304e40b26b4,0,0,0,,,0,0,0,no_overlap
improve-9bdf8172b68811c1,0,0,0,,,0,0,0,no_overlap
improve-d96adc97b4b6840b,0,0,0,,,0,0,0,no_overlap
improve-8ef0c86351931c6f,0,0,0,,,0,0,0,no_overlap
improve-b1db8ecad351bb42,0,0,0,,,0,0,0,no_overlap
improve-abef7296e9c79a2a,0,0,0,,,0,0,0,no_overlap
improve-197e69b7acae4a2c,0,0,0,,,0,0,0,no_overlap
improve-8e0a0fd73ea304d8,0,0,0,,,0,0,0,no_overlap
improve-9defc1c9095c13e5,0,0,0,,,0,0,0,no_overlap
improve-dcc22585345ff748,0,0,0,,,0,0,0,no_overlap
improve-21ef4a9489843487,0,0,0,,,0,0,0,no_overlap
improve-f958576cb8da7aa7,0,0,0,,,0,0,0,no_overlap
improve-650fab7e7c8b2f64,0,0,0,,,0,0,0,no_overlap
improve-8bec82548de2490a,0,0,0,,,0,0,0,no_overlap
improve-ce283d21ecaf6b9c,0,0,0,,,0,0,0,no_overlap
improve-e80fee483d97472d,0,0,0,,,0,0,0,no_overlap
improve-27ef80ee5fc6ceb1,0,0,0,,,0,0,0,no_overlap
improve-49aa005bbfde7ba6,0,0,0,,,0,0,0,no_overlap
improve-10ed18adac3f7d13,0,0,0,,,0,0,0,no_overlap
improve-fa738fab5ed62d30,0,0,0,,,0,0,0,no_overlap
improve-8bb67a9a8a2df35b,0,0,0,,,0,0,0,no_overlap
improve-567362376e2e5a74,0,0,0,,,0,0,0,no_overlap
improve-88b4c3eaaa49e622,0,0,0,,,0,0,0,no_overlap
improve-4c46737b12916e11,0,0,0,,,0,0,0,no_overlap
improve-9d5c0349b2133ccc,0,0,0,,,0,0,0,no_overlap
improve-8c51bc9321b9f2d7,0,0,0,,,0,0,0,no_overlap
improve-c157a7de13824e48,0,0,0,,,0,0,0,no_overlap
improve-ec913991ded6c8f8,0,0,0,,,0,0,0,no_overlap
improve-aa0e526ec47ad797,0,0,0,,,0,0,0,no_overlap
improve-1b5447f5c8c82adc,0,0,0,,,0,0,0,no_overlap
improve-95d3055b5dbc858e,0,0,0,,,0,0,0,no_overlap
improve-a3560a75d1b524c8,0,0,0,,,0,0,0,no_overlap
improve-9b9d4297118c76d5,0,0,0,,,0,0,0,no_overlap
improve-07282f4b45466519,0,0,0,,,0,0,0,no_overlap
improve-bb496d1bfbfc33c1,0,0,0,,,0,0,0,no_overlap
improve-67b6ef05c6a06abf,0,0,0,,,0,0,0,no_overlap
improve-1348bcc1746beb26,0,0,0,,,0,0,0,no_overlap
improve-91284c533a088839,0,0,0,,,0,0,0,no_overlap
improve-694b7fb5c9668c9d,0,0,0,,,0,0,0,no_overlap
improve-879bf18281ea97f8,0,0,0,,,0,0,0,no_overlap
improve-971c337ed384136b,0,0,0,,,0,0,0,no_overlap
improve-630bbcf701248ff1,0,0,0,,,0,0,0,no_overlap
improve-e6eeee94dfd2e8c1,0,0,0,,,0,0,0,no_overlap
improve-d3358b53449699d1,0,0,0,,,0,0,0,no_overlap
improve-fd4b34accb606aeb,0,0,0,,,0,0,0,no_overlap
improve-6dbeb86bd6447a0e,0,0,0,,,0,0,0,no_overlap
improve-8484800efa4895e0,0,0,0,,,0,0,0,no_overlap
improve-f54f6bc5fe4f83ab,0,0,0,,,0,0,0,no_overlap
improve-8134170379616a5c,0,0,0,,,0,0,0,no_overlap
improve-e7358dac9ab888a8,0,0,0,,,0,0,0,no_overlap
improve-2e67c8c9c9c369a5,0,0,0,,,0,0,0,no_overlap
improve-fff496dc441b520d,0,0,0,,,0,0,0,no_overlap
improve-faa834c7aacb7c1a,0,0,0,,,0,0,0,no_overlap
improve-9772ed302bc45fc9,0,0,0,,,0,0,0,no_overlap
improve-0179dc59f72a0cc1,0,0,0,,,0,0,0,no_overlap
improve-0e9f224db2ef4188,0,0,0,,,0,0,0,no_overlap
improve-021c6078bf002dd5,0,0,0,,,0,0,0,no_overlap
improve-3a850b912b367d2d,0,0,0,,,0,0,0,no_overlap
improve-83697d6738909d06,0,0,0,,,0,0,0,no_overlap
improve-0a125af1654764d9,0,0,0,,,0,0,0,no_overlap
improve-f170178dbaa5d7a7,0,0,0,,,0,0,0,no_overlap
improve-9d5dc75165c5137d,0,0,0,,,0,0,0,no_overlap
improve-bdef9aea19205c15,0,0,0,,,0,0,0,no_overlap
improve-5fb3d5bda2724db4,0,0,0,,,0,0,0,no_overlap
improve-d057d1201024557c,0,0,0,,,0,0,0,no_overlap
improve-ec9f6a7221a5bca0,0,0,0,,,0,0,0,no_overlap
improve-d97fb2dc12578de2,0,0,0,,,0,0,0,no_overlap
improve-fd8a1774e93bcae7,0,0,0,,,0,0,0,no_overlap
improve-b36914211a143e29,0,0,0,,,0,0,0,no_overlap
improve-052ea8243477c8b8,0,0,0,,,0,0,0,no_overlap
improve-5d16312306ee644e,0,0,0,,,0,0,0,no_overlap
improve-b02986e22b0e81f5,0,0,0,,,0,0,0,no_overlap
improve-08ea6f1aa731289c,0,0,0,,,0,0,0,no_overlap
improve-66cecf722a185d20,0,0,0,,,0,0,0,no_overlap
improve-24888f3cb31a07b5,0,0,0,,,0,0,0,no_overlap
improve-fd15aaa846e68cbe,0,0,0,,,0,0,0,no_overlap
improve-1f4473f1c0bc98b3,0,0,0,,,0,0,0,no_overlap
improve-ad07aa7cf5fae659,0,0,0,,,0,0,0,no_overlap
improve-575e309e1ede70a5,0,0,0,,,0,0,0,no_overlap
improve-85e71b3f951c7bb5,0,0,0,,,0,0,0,no_overlap
improve-5386115fa6abadea,0,0,0,,,0,0,0,no_overlap
improve-7c4e5cb2991303fc,0,0,0,,,0,0,0,no_overlap
improve-ea5745ca9d5dd90c,0,0,0,,,0,0,0,no_overlap
improve-4bafdc54fde5f919,0,0,0,,,0,0,0,no_overlap
improve-3f98a0dbef3aa419,0,0,0,,,0,0,0,no_overlap
improve-e52c03d56a61cb93,0,0,0,,,0,0,0,no_overlap
improve-7ed3650c5fc86225,0,0,0,,,0,0,0,no_overlap
improve-059e9aa0318c1d07,0,0,0,,,0,0,0,no_overlap
improve-791c85a6255abbdf,0,0,0,,,0,0,0,no_overlap
improve-619b04ae6e150053,0,0,0,,,0,0,0,no_overlap
improve-fa2663ee6e715b1f,0,0,0,,,0,0,0,no_overlap
improve-22241e381c80f7da,0,0,0,,,0,0,0,no_overlap
improve-c3a983958d0b98c3,0,0,0,,,0,0,0,no_overlap
improve-e104fe36ece6ab91,0,0,0,,,0,0,0,no_overlap
improve-309b72478cc8c232,0,0,0,,,0,0,0,no_overlap
improve-3b2b20ca86d8609b,0,0,0,,,0,0,0,no_overlap
improve-b16d614e85eee7da,0,0,0,,,0,0,0,no_overlap
improve-cb036054325a845e,0,0,0,,,0,0,0,no_overlap
improve-d204a6b92f8ec95e,0,0,0,,,0,0,0,no_overlap
improve-6115e53ebc270911,0,0,0,,,0,0,0,no_overlap
improve-60e852f4984b3297,0,0,0,,,0,0,0,no_overlap
improve-a5972618438c6428,0,0,0,,,0,0,0,no_overlap
improve-2e5961ec4343ee9f,0,0,0,,,0,0,0,no_overlap
improve-433f4a59989b1b11,0,0,0,,,0,0,0,no_overlap
improve-8072ae06e4af6f98,0,0,0,,,0,0,0,no_overlap
improve-470aac08c5ea1a5a,0,0,0,,,0,0,0,no_overlap
improve-d820fbd7ac5d2516,0,0,0,,,0,0,0,no_overlap
improve-ae9e64958770056b,0,0,0,,,0,0,0,no_overlap
improve-286ea1ad58b9dc8e,0,0,0,,,0,0,0,no_overlap
improve-81e13edd837b9c3f,0,0,0,,,0,0,0,no_overlap
improve-d67f083ebcc83519,0,0,0,,,0,0,0,no_overlap
improve-4215167764a3e9f8,0,0,0,,,0,0,0,no_overlap
improve-a3ca57d868a89714,0,0,0,,,0,0,0,no_overlap
improve-e1ccb05684e3edd9,0,0,0,,,0,0,0,no_overlap
improve-0fa1431575dfceca,0,0,0,,,0,0,0,no_overlap
improve-f0523b6c16f416f8,0,0,0,,,0,0,0,no_overlap
improve-49847894c7fa84f5,0,0,0,,,0,0,0,no_overlap
improve-4edeb7b31d805b24,0,0,0,,,0,0,0,no_overlap
improve-5ed055008af4a36f,0,0,0,,,0,0,0,no_overlap
improve-7da9101b36b1c3e2,0,0,0,,,0,0,0,no_overlap
improve-7873052816e14d36,0,0,0,,,0,0,0,no_overlap
improve-1e8ac8ebb27996fe,0,0,0,,,0,0,0,no_overlap
improve-363dc4c30e2d55c3,0,0,0,,,0,0,0,no_overlap
improve-b3462606b68494bf,0,0,0,,,0,0,0,no_overlap
improve-9c40cb716c8976b2,0,0,0,,,0,0,0,no_overlap
improve-5079cddfdb8f2c56,0,0,0,,,0,0,0,no_overlap
improve-162629a34e281ce1,0,0,0,,,0,0,0,no_overlap
improve-3b0a4fcaf420e03d,0,0,0,,,0,0,0,no_overlap
improve-0da2fb2b42f1a16f,0,0,0,,,0,0,0,no_overlap
improve-7bd0de7a583dcc36,0,0,0,,,0,0,0,no_overlap
improve-42b572a6eb8c5ec5,0,0,0,,,0,0,0,no_overlap
