record_id,benchmark_label,exact_peptide_hla_in_prime2_train,peptide_in_prime2_train,matched_training_labels,prime2_random_flag,exact_bigmhc_im_trainval_overlap,classification
tesla-abfc583e4340d0d3,0,1,1,0,0,1,exact_label_concordant
tesla-701547bae65e35fc,0,1,1,0,0,1,exact_label_concordant
tesla-d30ba1fe7fcf7d87,0,1,1,0,0,1,exact_label_concordant
tesla-2e1f1adaa2c3742d,0,1,1,0,0,1,exact_label_concordant
tesla-a5d9aa9ff16f4ca2,0,1,1,0,0,1,exact_label_concordant
tesla-ac874e5ad5d599f7,1,1,1,1,0,1,exact_label_concordant
tesla-ca9517ed687aa79b,0,1,1,0,0,1,exact_label_concordant
tesla-fe23039966c3825a,0,1,1,0,0,1,exact_label_concordant
tesla-d3c1f6692f9408bd,0,1,1,0,0,1,exact_label_concordant
tesla-e92b04b2f83ad99d,0,1,1,0,0,1,exact_label_concordant
tesla-bb0ddaaa753d2683,0,1,1,0,0,1,exact_label_concordant
tesla-0bffdd09664c54fe,0,1,1,0,0,1,exact_label_concordant
tesla-d9fa058b1d782127,0,1,1,0,0,1,exact_label_concordant
tesla-0aafacd1338dac1f,0,1,1,0,0,1,exact_label_concordant
tesla-cd491fe33e49da3f,0,1,1,0,0,1,exact_label_concordant
tesla-48a3cd1dc67a809d,0,1,1,0,0,1,exact_label_concordant
tesla-5c160c0ded770b0a,0,1,1,0,0,1,exact_label_concordant
tesla-6d5eb855b68e8e1c,0,1,1,0,0,1,exact_label_concordant
tesla-542ef15283a25dc9,0,1,1,0,0,1,exact_label_concordant
tesla-8e18ef2819cc189f,0,1,1,0,0,1,exact_label_concordant
tesla-812126bd809d38d8,0,1,1,0,0,1,exact_label_concordant
tesla-758f9d67824b13e6,0,1,1,0,0,1,exact_label_concordant
tesla-5e1d378a305e2caa,0,1,1,0,0,1,exact_label_concordant
tesla-13218e5b4464c5ef,0,1,1,0,0,1,exact_label_concordant
tesla-72fcb7e9d88bcc9e,0,1,1,0,0,1,exact_label_concordant
tesla-482854d049a49b82,0,1,1,0,0,1,exact_label_concordant
tesla-e693c49865f8f7db,0,1,1,0,0,1,exact_label_concordant
tesla-9dcd2367716328b5,0,1,1,0,0,1,exact_label_concordant
tesla-97d8322c57784c06,0,1,1,0,0,1,exact_label_concordant
tesla-58bffe7f350a1f34,0,1,1,0,0,1,exact_label_concordant
tesla-0ffcf1359cafb080,0,1,1,0,0,1,exact_label_concordant
tesla-b2d20c6a720d4df9,0,1,1,0,0,1,exact_label_concordant
tesla-730d6b5b4fa4e8b9,0,1,1,0,0,1,exact_label_concordant
tesla-c403cd5f62d7cd8a,0,1,1,0,0,1,exact_label_concordant
tesla-60a0f2c4fc133585,0,1,1,0,0,1,exact_label_concordant
tesla-5203cefdbf15c1f3,0,1,1,0,0,1,exact_label_concordant
tesla-8053cd87ef16777c,0,1,1,0,0,1,exact_label_concordant
tesla-a8b5e9f61ba48d60,0,1,1,0,0,1,exact_label_concordant
tesla-7ac2020f9181a898,0,1,1,0,0,1,exact_label_concordant
tesla-0fca81ace0ceac20,0,1,1,0,0,1,exact_label_concordant
tesla-0351df9d0257e2d0,0,1,1,0,0,1,exact_label_concordant
tesla-7e9e2704939136b5,0,1,1,0,0,1,exact_label_concordant
tesla-d16f90f15d17f677,0,1,1,0,0,1,exact_label_concordant
tesla-e77fdf5d5f36a7a0,0,1,1,0,0,1,exact_label_concordant
tesla-960de04fb7813ba5,0,1,1,0,0,1,exact_label_concordant
tesla-b0ecd6bb66b3830f,0,1,1,0,0,1,exact_label_concordant
tesla-43ca8ac4eb634d30,0,1,1,0,0,1,exact_label_concordant
tesla-367560a2be7ddd62,0,1,1,0,0,1,exact_label_concordant
tesla-691bf8ab05da8630,0,1,1,0,0,1,exact_label_concordant
tesla-107b9f6d81604fbc,0,1,1,0,0,1,exact_label_concordant
tesla-943080cfe0f42167,0,1,1,0,0,1,exact_label_concordant
tesla-88826e30ecbfb925,0,1,1,0,0,1,exact_label_concordant
tesla-0f6b8bf837930ba5,0,1,1,0,0,1,exact_label_concordant
tesla-5d89e995634832c4,0,1,1,0,0,1,exact_label_concordant
tesla-f0566689b5917202,0,1,1,0,0,1,exact_label_concordant
tesla-8cf0202e666a5899,0,1,1,0,0,1,exact_label_concordant
tesla-16d9b2aa10f5924b,0,1,1,0,0,1,exact_label_concordant
tesla-b3227ba01ef20171,0,1,1,0,0,1,exact_label_concordant
tesla-00bc6f2cac299c83,0,1,1,0,0,1,exact_label_concordant
tesla-09c75dda68cce6a4,1,1,1,1,0,1,exact_label_concordant
tesla-390e545bf66addec,0,1,1,0,0,1,exact_label_concordant
tesla-6c12208bc4d61b26,0,1,1,0,0,1,exact_label_concordant
tesla-0415b3021b9b7288,0,1,1,0,0,1,exact_label_concordant
tesla-b9c11fd22640f12f,0,1,1,0,0,1,exact_label_concordant
tesla-550c640a5a7f92dc,0,1,1,0,0,1,exact_label_concordant
tesla-e92b6a3eb739c310,0,1,1,0,0,1,exact_label_concordant
tesla-84e77c8fbfb0b078,0,1,1,0,0,1,exact_label_concordant
tesla-c0b217f6478ca11f,1,1,1,1,0,1,exact_label_concordant
tesla-bacd3de6f5da5444,0,1,1,0,0,1,exact_label_concordant
tesla-18b5e2d9169bd816,0,1,1,0,0,1,exact_label_concordant
tesla-b0c6d603ac92feac,0,1,1,0,0,1,exact_label_concordant
tesla-cf7df873a0a40972,0,1,1,0,0,1,exact_label_concordant
tesla-b088aab9567f48df,0,1,1,0,0,1,exact_label_concordant
tesla-db7f5803dda8e56f,0,1,1,0,0,1,exact_label_concordant
tesla-c25f4d4c3360ae73,0,1,1,0,0,1,exact_label_concordant
tesla-0d75c0484ddeea63,0,1,1,0,0,1,exact_label_concordant
tesla-fa5a4a5cd6442e3c,0,1,1,0,0,1,exact_label_concordant
tesla-ea6eeeb4b8acfcc0,0,1,1,0,0,1,exact_label_concordant
tesla-d7de1007771a3ab0,0,1,1,0,0,1,exact_label_concordant
tesla-ebefda3a7389c450,0,1,1,0,0,1,exact_label_concordant
tesla-88d5e7ee0509713d,0,1,1,0,0,1,exact_label_concordant
tesla-8ada7f3373db5143,0,1,1,0,0,1,exact_label_concordant
tesla-f6b819e353c537a1,1,1,1,1,0,1,exact_label_concordant
tesla-b11672d0e5180e77,0,1,1,0,0,1,exact_label_concordant
tesla-9947ed60df2d48ec,0,1,1,0,0,1,exact_label_concordant
tesla-198cba0deae93143,0,1,1,0,0,1,exact_label_concordant
tesla-d809c92e22a12a35,0,1,1,0,0,1,exact_label_concordant
tesla-56fd1cee9e887221,0,1,1,0,0,1,exact_label_concordant
tesla-3b6fda9fd92a20a6,1,1,1,1,0,1,exact_label_concordant
tesla-7db8d48d3803c539,1,1,1,1,0,1,exact_label_concordant
tesla-aa9f1ed82c7fb51d,1,1,1,1,0,1,exact_label_concordant
tesla-f08ce9be7f64f683,0,1,1,0,0,1,exact_label_concordant
tesla-2f6e852426eb8236,0,1,1,0,0,1,exact_label_concordant
tesla-a9e85c51d7cb5e1d,0,1,1,0,0,1,exact_label_concordant
tesla-1c69da6d92bd81b0,0,1,1,0,0,1,exact_label_concordant
tesla-804d1b5488a55314,0,1,1,0,0,1,exact_label_concordant
tesla-c25c16aa479c60a2,1,1,1,1,0,1,exact_label_concordant
tesla-4a41be41cf77f4c1,1,1,1,1,0,1,exact_label_concordant
tesla-60a0cfb066a9c260,0,1,1,0,0,1,exact_label_concordant
tesla-dc307fa306395f7e,1,1,1,1,0,1,exact_label_concordant
tesla-bf47b0d472ab8c4a,0,1,1,0,0,1,exact_label_concordant
tesla-1a4235496b8dee6b,0,1,1,0,0,1,exact_label_concordant
tesla-9ce1f67d6f5ad9b2,0,1,1,0,0,1,exact_label_concordant
tesla-df51da780ddc3949,0,1,1,0,0,1,exact_label_concordant
tesla-d83a5bb5077834c5,0,1,1,0,0,1,exact_label_concordant
tesla-5289a043c21801c3,0,1,1,0,0,1,exact_label_concordant
tesla-2a7e2c5d6cd56daa,0,1,1,0,0,1,exact_label_concordant
tesla-99df28dcdc7c6017,1,1,1,1,0,1,exact_label_concordant
tesla-3c24dab72dee4d87,0,1,1,0,0,1,exact_label_concordant
tesla-9b826e9d1c6f1b94,0,1,1,0,0,1,exact_label_concordant
tesla-a2a3770950156380,0,1,1,0,0,1,exact_label_concordant
tesla-01eea576f0a535bb,0,1,1,0,0,1,exact_label_concordant
tesla-5c203171205a1c86,0,1,1,0,0,1,exact_label_concordant
tesla-72584ffd003ede92,0,1,1,0,0,1,exact_label_concordant
tesla-38ef878428053ffb,0,1,1,0,0,1,exact_label_concordant
tesla-386365e5fc59a831,0,1,1,0,0,1,exact_label_concordant
tesla-24a69c1924adcbe3,0,1,1,0,0,1,exact_label_concordant
tesla-958d2c6428d278fe,0,1,1,0,0,1,exact_label_concordant
tesla-66e04f77cad9d6f0,0,1,1,0,0,1,exact_label_concordant
tesla-02322e4968bedf33,0,1,1,0,0,1,exact_label_concordant
tesla-6e7a48174013cfcd,1,1,1,1,0,1,exact_label_concordant
tesla-55a9c95ade8a24b9,0,1,1,0,0,1,exact_label_concordant
tesla-bc5911bd9ab9aaaf,0,1,1,0,0,1,exact_label_concordant
tesla-7976ecc1d2c0a15c,0,1,1,0,0,1,exact_label_concordant
tesla-7aaea6001247b62e,0,1,1,0,0,1,exact_label_concordant
tesla-dea8cba08fb3b7f3,0,1,1,0,0,1,exact_label_concordant
tesla-9d3b734f919d15cc,0,1,1,0,0,1,exact_label_concordant
tesla-e2b007b20c3aed3e,1,1,1,1,0,1,exact_label_concordant
tesla-773775992758861d,0,1,1,0,0,1,exact_label_concordant
tesla-afe63a1aadefd48e,0,1,1,0,0,1,exact_label_concordant
tesla-fd6b15e3ae376003,0,1,1,0,0,1,exact_label_concordant
tesla-9e6bceb3b6e70e70,0,1,1,0,0,1,exact_label_concordant
tesla-cd4bbdb2eb642ffd,0,1,1,0,0,1,exact_label_concordant
tesla-9116022f628d089d,0,1,1,0,0,1,exact_label_concordant
tesla-70d138a9bfb6c219,0,1,1,0,0,1,exact_label_concordant
tesla-08e75c07de7a0d0d,0,1,1,0,0,1,exact_label_concordant
tesla-a078fc1bc09ce8b8,0,1,1,0,0,1,exact_label_concordant
tesla-3c806228cf7fafcb,0,1,1,0,0,1,exact_label_concordant
tesla-31ecfe867b7d89f1,0,1,1,0,0,1,exact_label_concordant
tesla-efb705bd7510a1a6,0,1,1,0,0,1,exact_label_concordant
tesla-8d3e474a86832f04,0,1,1,0,0,1,exact_label_concordant
tesla-ec7b81c319eec0f2,0,1,1,0,0,1,exact_label_concordant
tesla-e04d58aeec014259,0,1,1,0,0,1,exact_label_concordant
